#subject	variable	frenchUnity	englishUnity	frenchDescription	englishDescription		
SafePlot	annualTreesCarbonBranches	kg	kg	annualTreesCarbonBranches	annualTreesCarbonBranches		
SafePlot	annualTreesCarbonCoarseRoots	kg	kg	annualTreesCarbonCoarseRoots	annualTreesCarbonCoarseRoots		
SafePlot	annualTreesCarbonFineRoots	kg	kg	annualTreesCarbonFineRoots	annualTreesCarbonFineRoots		
SafePlot	annualTreesCarbonLabile	kg	kg	annualTreesCarbonLabile	annualTreesCarbonLabile				
SafePlot	annualTreesCarbonStem	kg	kg	annualTreesCarbonStem	annualTreesCarbonStem		
SafePlot	maxTreesCarbonFoliage	kg	gk	maxTreesCarbonFoliage	maxTreesCarbonFoliage		
SafePlot	maxTreesLeafArea	-	-	maxTreesLeafArea	maxTreesLeafArea		
SafeTree	aboveGroundCFraction	 -	 -	aboveGroundCFraction	aboveGroundCFraction		
SafeTree	actualWaterPotential	cm	cm	Potentiel arbre	tree potential		
SafeTree	captureFactorForDiffusePar	m	m	captureFactorForDiffusePar	captureFactorForDiffusePar		
SafeTree	captureFactorForDirectPar	m	m	captureFactorForDirectPar	captureFactorForDirectPar		
SafeTree	captureFactorForDirectNir	m	m	captureFactorForDirectNir	captureFactorForDirectNir		
SafeTree	captureFactorForDiffuseNir	m	m	captureFactorForDiffuseNir	captureFactorForDiffuseNir		
SafeTree	carbonAboveGroundEff	-	-	efficience du carbone aérien	above ground carbon efficency		
SafeTree	carbonAllocToGrowth	kg c	kg c	CarbonAllocToGrowth	CarbonAllocToGrowth		
SafeTree	carbonBelowGroundEff	-	-	efficience du carbone souterrain	below ground carbon efficiency		
SafeTree	carbonBranches	kg	kg	Pool carbone branches	Carbon branches pool		
SafeTree	carbonCoarseRoots	kg	kg	Pool carbone racines structure	Carbon coarse roots pool		
SafeTree	carbonCoarseRootSen	kg	kg	Carbon senescent des racines structures	Carbon coarse roots daily senescent 		
SafeTree	carbonFineRoots	kg	kg	Pool carbone racines fines	Carbon fine roots pool		
SafeTree	carbonFineRootsIncrement	kg	kg	Carbon alloué aux racines fines	Carbon fine roots daily allocated 		
SafeTree	carbonFineRootSen	kg	kg	Carbon senescent des racines fines	Carbon fine roots daily senescent 		
SafeTree	carbonFoliage	kg	kg	Pool carbone feuillage	Carbon foliage pool		
SafeTree	carbonFoliageMax	kg	kg	Pool carbone feuillage max	Carbon foliage pool max		
SafeTree	carbonIncrement	kg c	kg c	gain de carbone journalier	carbone daily increment		
SafeTree	carbonLabile	kg	kg	Pool carbone réserves	Carbon labile pool		
SafeTree	carbonLeavesSenescence	kg	kg	carbonLeavesSenescence	carbonLeavesSenescence		
SafeTree	nitrogenLeavesSenescence	kg	kg	nitrogenLeavesSenescence	nitrogenLeavesSenescence		
SafeTree	carbonStem	kg	kg	Pool carbone tige	Carbon stem pool		
SafeTree	crownBaseHeight	m	m	Hauteur de la base du houppier	Crown base height		
SafeTree	crownRadiusInterRow	m	m	Rayon du houppier dans le rang	Crown radius inter row		
