#subject	variable	frenchUnity	englishUnity	frenchDescription	englishDescription		
SafeTree	lightCompetitionIndex	-	-	Indice de compétition pour la lumière entre arbres	Index of between trees light competition		
SafeTree	longitudinalPotentialDrop	-	-	longitudinalPotentialDrop	longitudinalPotentialDrop		
SafeTree	nitrogenBranchesConc	kg	kg	Pool azote branches	Nitrogen branches pool		
SafeTree	nitrogenCoarseRootsConc	kg	kg	Pool azote racines structure	Nitrogen coarse roots pool		
SafeTree	nitrogenCoarseRootSen	kg	kg	Azote senescent des racines structure	Nitrogen coarse roots daily senescent 		
SafeTree	nitrogenDemand	kg	kg	Azote demandée	Nitrogen demand		
SafeTree	nitrogenFineRootsConc	kg	kg	Pool azote racines fines	Nitrogen fine roots pool		
SafeTree	nitrogenFineRootSen	kg	kg	Azote senescent des racines fines	Nitrogen fine roots daily senescent 		
SafeTree	nitrogenFoliageConc	kg	kg	Pool azote feuillage	Nitrogen foliage pool		
SafeTree	nitrogenLabile	kg	kg	Pool azote réserves	Nitrogen labile pool		
SafeTree	nitrogenSatisfaction	 -	 -	Nitrogen satisfaction	Nitrogen satisfaction		
SafeTree	nitrogenSaturation	 -	 -	Nitrogen saturation	Nitrogen saturation		
SafeTree	nitrogenSinkStrength	 -	 - 	Azote foce de puit	nitrogen Sink Strength		
SafeTree	nitrogenStemConc	kg	kg	Pool azote tige	Nitrogen stem pool		
SafeTree	nitrogenStress	 -	 -	Stress azoté	Nitrogen Stress		
SafeTree	nitrogenStressSpring	 -	 -	Stress azoté de printemps	Nitrogen stress spring		
SafeTree	nitrogenStressSummer	 -	 -	Stress azoté d'été	Nitrogen stress summer		
SafeTree	nitrogenUptake	kg	kg	Azote extraite	Nitrogen uptake		
SafeTree	nitrogenUptakeAnnual	kg	kg	Azote extraite anuelle	Nitrogen uptake annual		
SafeTree	phenologicalStage	-	-	Stade phenologique	Phenological stage		
SafeTree	rootingDepth	m	m	profondeur d'enracinement	rooting depth		
SafeTree	stemflow	litres	liters	Stemflow	Stemflow		
SafeTree	stemVolume	m3	m3	Volume de la tige	Stem volume		
SafeTree	storedRain	litres	liters	Eau de pluie stockée	Water stored rain		
SafeTree	targetLfrRatio	-	-	ratio feuilles / racines fines cible	target leaf/fine roots ratio		
SafeTree	totalOptiN	kg N	kg N	totalOptiN	totalOptiN		
SafeTree	totalRootLength	m	m	Longueur totale des racines fines	Total fine root lenght		
SafeTree	waterDemand	litres	liters	Eau demandée	Water demand		
SafeTree	waterDemandReduced	litres	liters	Eau demandée (reduite campbell)	Water demand reduiced		
SafeTree	waterStress	 -	 -	Stress hydrique	Water stress		
SafeTree	waterStressSpring	 -	 -	Stress hydrique de printemps	Water stress spring		
SafeTree	waterStressSummer	 -	 -	Stress hydrique d'été	Water stress summer		
SafeTree	waterUptake	litres	liters	Eau transpirée	Water uptake		
SafeTree	waterUptakeAnnual	litres	liters	Eau transpirée annuelle	Water uptake annual		
SafeTree	radialPotentialDrop	-	-	radialPotentialDrop	radialPotentialDrop		
SafeTree	parInterceptedAnnual	Moles	Moles	Rayonnement PAR  intercepté annuel	PAR intercepted annual		
SafeTree	interceptedRainAnnual	litres	liters	Eau de pluie interceptée annuel	Water intercepted rain annual		
SafeTree	carbonAllocToGrowthAnnual	kg c	kg c	CarbonAllocToGrowth annual	CarbonAllocToGrowth annual		
SafeTree	carbonLeavesSenescenceAnnual	kg	kg	carbonLeavesSenescence annual	carbonLeavesSenescence annual		
SafeTree	carbonFineRootSenAnnual	kg	kg	Carbon senescent des racines fines annuel	Carbon fine roots annual senescent 		
SafeTree	carbonCoarseRootSenAnnual	kg	kg	Carbon senescent des racines structure annuel	Carbon coarse  roots annual senescent 	
SafeTree	totalRootVolume	m3	m3	Volume total des voxels racinés	Total volume of rooted voxels 
SafeTree	totalRootVolumePerLayer	m3	m3	Volume total des voxels racinés par couches	Total volume of rooted voxels per layers
SafeTree	maxRootDistanceOnTreeLine	m	m	Extension des racines dans la ligne des arbres	Root extension on tree line
SafeTree	maxRootDistanceOnCropLine	m	m	Extension des racines dans la direction culture	Root extension on crop line
SafeTree	totalMark	-	-	totalMark	totalMark
SafeTree	budburstDate	-	-	Date débourrement	Date of budburst 
SafeTree	leafExpansionEndingDate	-	-	Date fin expension feuilles	Date of leaf Expansion End 
SafeTree	leafFallStartingDate	-	-	Date début chute feuilles	Date of leaf Fall Start 
SafeTree	leafFallEndingDate	-	-	Date fin chute feuilles	Date of leaf Fall End
SafeVoxel	cropNitrogenUptake	g N 	g N 	Azote extraite (culture)	Crop nitrogen uptake quantity		
SafeVoxel	nMinFromRootSen		g N 	g N 	nMinFromRootSen		nMinFromRootSen 
SafeVoxel	nitrogenRootSenStock		g N 	g N 	nitrogenRootSenStock		nitrogenRootSenStock 
SafeVoxel	treeCarbonCoarseRootSen	Kg	Kg	tree carbonCoarseRootSen	tree carbonCoarseRootSen		
SafeVoxel	treeNitrogenCoarseRootSen	Kg	Kg	tree nitrogenCoarseRootSen	tree nitrogenCoarseRootSen		
SafeVoxel	treeCarbonFineRootSen	Kg	Kg	tree carbonFineRootSen	tree carbonFineRootSen		
SafeVoxel	treeNitrogenFineRootSen	Kg	Kg	nitrogenFineRootSen	nitrogenFineRootSen	
SafeVoxel	nitrogenCropResiduMineralisation	Kg	Kg	nitrogenCropResiduMineralisation	nitrogenCropResiduMineralisation		
SafeVoxel	cropRootDensity	m m-3	m m-3	Densité de racines (culture)	Crop root density		
SafeVoxel	cropWaterUptake	litres	liters	Eau extraite (culture)	Crop water uptake quantity 		
SafeVoxel	evaporation	litres	liters	Eau évaporée 	Evaporation		
SafeVoxel	nitrogenAvailableForBoth	g	g	nitrogenAvailableForBoth 	nitrogenAvailableForBoth		
SafeVoxel	nitrogenAvailableForTrees	g	g	nitrogenAvailableForTrees 	nitrogenAvailableForTrees		
SafeVoxel	nitrogenAvailableForCrops	g	g	nitrogenAvailableForCrops 	nitrogenAvailableForCrops		
SafeVoxel	waterAvailable	mm	mm	waterAvailable 	waterAvailable		
SafeVoxel	potuptperfrd	-	-	potuptperfrd 	potuptperfrd		
SafeVoxel	isSaturated	-	-	Voxel saturé	Saturated voxel		
SafeVoxel	nitrogenNh4Stock	g N 	g N 	Stock azote Nh4	Nitrogen stock Nh4		
SafeVoxel	nitrogenNo3Stock	g N 	g N 	Stock azote No3	Nitrogen stock No3		
SafeVoxel	deltaNo3Stock	g N 	g N 	deltaNo3Stock	deltaNo3Stock		
SafeVoxel	deltaNh4Stock	g N 	g N 	deltaNh4Stock	deltaNh4Stock		
SafeVoxel	saturationDuration	jours	days	Durée de la saturation	Saturation duration			
SafeVoxel	treeCoarseRootBiomass	kg C	kg C	Biomasse de racine de structure (arbre)	Tree coarse root biomass		
SafeVoxel	treeNitrogenUptake	g N 	g N 	Azote extraite (arbre)	Tree nitrogen uptake quantity 		
SafeVoxel	treeRootDensity	m m-3	m m-3	Densité de racines fines (arbre)	Tree fine root density		
SafeVoxel	treeWaterUptake	litres	liters	Eau extraite (arbre)	Tree water uptake quantity 		
SafeVoxel	volume	m3	m3	Volume	Volume		
SafeVoxel	volumeFineSoil	m3	m3	Volume terre fine	Volume FineSoil				
SafeVoxel	sumEvaporation	litres	liters	Cumul Eau évaporée 	Sum Evaporation		
SafeVoxel	sumTreeWaterUptake	litres	liters	Somme Eau extraite (arbre)	Sum Tree water uptake quantity 		
SafeVoxel	sumTreeNitrogenUptake	g N 	g N 	Somme Azote extraite (arbre)	Sum Tree nitrogen uptake quantity 		
SafeVoxel	sumCropWaterUptake	litres	litres	Somme Eau extraite (culture)	Sum Crop water uptake quantity 		
SafeVoxel	sumCropNitrogenUptake	g N 	g N 	Somme Azote extraite (culture)	Sum Crop nitrogen uptake quantity 		
SafeVoxel	fieldCapacity	m m-3	m m-3	Capacité au champs	Field capacity	
SafeVoxel	fieldCapacityFineSoil	m m-3	m m-3	Capacité au champs terre fine	Field capacity in fine soil	
SafeVoxel	fieldCapacityStone	m m-3	m m-3	Capacité au champs cailloux	Field capacity in stones
SafeVoxel	wiltingPoint	m m-3	m m-3	Point de fletrissement	WiltingPoint	
SafeVoxel	wiltingPointFineSoil	m m-3	m m-3	Point de fletrissement terre fine	WiltingPoint in fine soil		
SafeVoxel	wiltingPointStone	m m-3	m m-3	Point de fletrissement cailloux	WiltingPoint in stones
SafeVoxel	bulkDensity	m m-3	m m-3	bulkDensity	bulkDensity
SafeVoxel	bulkDensityFineSoil	m m-3	m m-3	bulkDensity terre fine	bulkDensity in FineSoil	
SafeVoxel	theta	m3 m-3	m3 m-3	Teneur en eau 	Water theta 	
SafeVoxel	thetaFineSoil	m3 m-3	m3 m-3	Teneur en eau terre fine 	Water theta in FineSoil 	
SafeVoxel	thetaStone	m3 m-3	m3 m-3	Teneur en eau cailloux 	Water theta in stones
SafeVoxel	waterPotentialTheta	cm	cm	potentiel hydrique du sol	soil water potential
SafeVoxel	waterPotentialThetaFineSoil	cm	cm	potentiel hydrique du sol terre fine	soil water potential in FineSoil 
SafeVoxel	waterStock	litres	liters	Stock eau	Water stock
SafeVoxel	waterStockFineSoil	litres	liters	Stock eau terre fine	Water stock in FineSoil	
SafeVoxel	L	-	-	L	L
SafeVoxel	voxelFilling	-	-	voxelFilling	voxelFilling
SafeVoxel	T1Threshold	-	-	T1 threshold	T1 threshold	
SafeVoxel	T2Threshold	-	-	T2 threshold	T2 threshold
SafeVoxel	T3Threshold	-	-	T3 threshold	T3 threshold
SafeVoxel	proportion	-	-	proportion	proportion
SafeVoxel	fineRootTotalInvestment	-	-	fineRootTotalInvestment	fineRootTotalInvestment
SafeVoxel	additionalRoot	-	-	additionalRoot	additionalRoot
SafeVoxel	waterMark	-	-	waterMark	waterMark
SafeVoxel	nitrogenMark	-	-	nitrogenMark	nitrogenMark
SafeVoxel	costMark	-	-	costMark	costMark
